Date,Close,Open,High,Low,Ticker 
"May 03, 2017",118.2,117.3,119.03,115.86,MOEX
"May 04, 2017",114.74,117.9,118.49,114.74,MOEX
"May 05, 2017",116.3,111.6,116.68,111.6,MOEX
"May 10, 2017",116.73,116.1,117.97,115.7,MOEX
"May 11, 2017",115.45,116.85,116.98,114.77,MOEX
"May 12, 2017",115.35,115.11,116.33,114.07,MOEX
"May 15, 2017",108.9,109.0,109.87,108.18,MOEX
"May 16, 2017",105.34,108.97,109.6,105.0,MOEX
"May 17, 2017",107.05,105.06,107.71,104.63,MOEX
"May 18, 2017",105.75,106.02,107.38,104.38,MOEX
"May 19, 2017",102.5,106.35,106.89,102.13,MOEX
"May 22, 2017",101.45,102.64,103.35,101.0,MOEX
"May 23, 2017",103.43,101.6,104.78,101.25,MOEX
"May 24, 2017",102.5,103.99,104.28,101.92,MOEX
"May 25, 2017",99.8,102.93,103.02,99.66,MOEX
"May 26, 2017",97.58,98.95,99.45,97.58,MOEX
"May 29, 2017",100.7,97.77,100.94,97.02,MOEX
"May 30, 2017",100.38,100.85,102.07,99.6,MOEX
"May 31, 2017",101.0,100.73,101.71,100.35,MOEX
"Jun 01, 2017",100.8,101.5,101.85,98.15,MOEX
"Jun 02, 2017",101.9,100.8,102.35,99.81,MOEX
"Jun 05, 2017",103.14,102.5,103.74,101.53,MOEX
"Jun 06, 2017",101.95,103.15,103.48,101.95,MOEX
"Jun 07, 2017",103.89,101.89,105.38,101.82,MOEX
"Jun 08, 2017",104.0,104.2,106.45,102.11,MOEX
"Jun 09, 2017",106.15,104.0,106.15,103.61,MOEX
"Jun 13, 2017",107.09,106.2,107.83,105.2,MOEX
"Jun 14, 2017",107.5,106.9,108.39,106.17,MOEX
"Jun 15, 2017",102.73,107.0,107.01,100.1,MOEX
"Jun 16, 2017",103.12,103.43,104.4,102.68,MOEX
"Jun 19, 2017",106.9,103.77,107.15,103.3,MOEX
"Jun 20, 2017",105.05,107.0,108.8,105.05,MOEX
"Jun 21, 2017",103.97,105.05,106.45,103.6,MOEX
"Jun 22, 2017",105.57,103.6,106.45,102.9,MOEX
"Jun 23, 2017",106.8,105.97,107.88,105.32,MOEX
"Jun 26, 2017",106.9,107.58,108.93,106.53,MOEX
"Jun 27, 2017",106.52,106.52,107.86,106.34,MOEX
"Jun 28, 2017",108.6,106.48,108.93,105.5,MOEX
"Jun 29, 2017",106.51,108.97,109.62,106.5,MOEX
"Jun 30, 2017",104.33,106.41,106.75,104.11,MOEX
"Jul 03, 2017",105.75,104.95,105.75,104.62,MOEX
"Jul 04, 2017",106.0,105.62,106.45,105.25,MOEX
"Jul 05, 2017",107.6,106.17,108.23,105.75,MOEX
"Jul 06, 2017",109.0,107.85,109.5,107.84,MOEX
"Jul 07, 2017",108.9,108.62,109.4,107.71,MOEX
"Jul 10, 2017",111.64,109.0,111.74,108.75,MOEX
"Jul 11, 2017",111.27,112.17,112.78,110.7,MOEX
"Jul 12, 2017",114.65,111.43,114.79,111.41,MOEX
"Jul 13, 2017",114.13,114.68,115.11,113.63,MOEX
"Jul 14, 2017",111.38,114.77,114.77,111.02,MOEX
"Jul 17, 2017",112.0,111.6,113.13,110.5,MOEX
"Jul 18, 2017",111.0,112.15,112.47,110.0,MOEX
"Jul 19, 2017",113.87,109.98,113.87,109.84,MOEX
"Jul 20, 2017",112.2,113.99,114.0,111.84,MOEX
"Jul 21, 2017",109.9,112.36,112.36,109.2,MOEX
"Jul 24, 2017",110.0,109.15,111.06,109.15,MOEX
"Jul 25, 2017",109.93,110.32,110.82,109.33,MOEX
"Jul 26, 2017",109.89,110.0,111.26,109.44,MOEX
"Jul 27, 2017",109.71,110.45,110.45,108.7,MOEX
"Jul 28, 2017",108.9,109.98,109.98,107.15,MOEX
"Jul 31, 2017",107.05,109.0,109.62,106.8,MOEX
"Aug 01, 2017",109.2,107.5,109.61,107.47,MOEX
"Aug 02, 2017",110.73,109.3,111.19,109.3,MOEX
"Aug 03, 2017",109.42,110.74,111.12,109.28,MOEX
"Aug 04, 2017",109.21,109.05,109.96,108.85,MOEX
"Aug 07, 2017",110.75,109.87,111.45,109.52,MOEX
"Aug 08, 2017",114.95,110.9,114.95,110.71,MOEX
"Aug 09, 2017",115.0,114.5,115.04,112.9,MOEX
"Aug 10, 2017",112.51,114.76,114.88,112.2,MOEX
"Aug 11, 2017",111.92,112.0,113.4,110.23,MOEX
"Aug 14, 2017",114.25,112.35,114.39,111.18,MOEX
"Aug 15, 2017",114.56,114.13,114.95,113.4,MOEX
"Aug 16, 2017",114.0,114.87,116.37,113.93,MOEX
"Aug 17, 2017",111.7,114.0,114.3,111.52,MOEX
"Aug 18, 2017",109.4,111.11,111.87,109.02,MOEX
"Aug 21, 2017",108.09,110.36,110.36,108.01,MOEX
"Aug 22, 2017",107.2,108.5,109.3,106.82,MOEX
"Aug 23, 2017",107.65,107.2,108.12,105.75,MOEX
"Aug 24, 2017",108.25,107.88,108.83,107.41,MOEX
"Aug 25, 2017",107.27,108.67,108.67,107.1,MOEX
"Aug 28, 2017",106.21,107.19,107.26,105.87,MOEX
"Aug 29, 2017",104.84,105.51,106.17,104.61,MOEX
"Aug 30, 2017",105.2,105.06,105.88,104.56,MOEX
"Aug 31, 2017",105.39,105.51,106.03,104.98,MOEX
"Sep 01, 2017",105.25,105.69,105.69,105.02,MOEX
"Sep 04, 2017",107.4,105.26,107.43,105.23,MOEX
"Sep 05, 2017",111.22,107.99,111.34,107.7,MOEX
"Sep 06, 2017",112.51,110.73,112.51,109.83,MOEX
"Sep 07, 2017",113.4,112.6,113.5,111.72,MOEX
"Sep 08, 2017",111.69,113.3,113.99,111.0,MOEX
"Sep 11, 2017",112.4,111.99,112.89,111.25,MOEX
"Sep 12, 2017",112.22,112.4,112.77,111.56,MOEX
"Sep 13, 2017",112.65,112.36,113.2,112.2,MOEX
"Sep 14, 2017",112.49,112.99,113.2,112.0,MOEX
"Sep 15, 2017",113.94,113.2,114.8,112.13,MOEX
"Sep 18, 2017",115.0,114.1,115.46,113.95,MOEX
"Sep 19, 2017",115.3,115.13,116.45,114.5,MOEX
"Sep 20, 2017",116.49,115.29,116.59,113.5,MOEX
"Sep 21, 2017",116.3,116.5,117.9,116.12,MOEX
"Sep 22, 2017",116.03,116.35,117.0,115.13,MOEX
"Sep 25, 2017",115.26,116.02,116.03,114.51,MOEX
"Sep 26, 2017",116.8,115.26,117.65,114.86,MOEX
"Sep 27, 2017",117.1,116.73,117.35,116.31,MOEX
"Sep 28, 2017",114.94,114.9,116.09,114.09,MOEX
"Sep 29, 2017",115.5,115.46,116.3,114.57,MOEX
"Oct 02, 2017",115.67,115.55,116.5,115.48,MOEX
"Oct 03, 2017",117.22,116.0,117.95,115.96,MOEX
"Oct 04, 2017",119.0,117.2,119.2,116.6,MOEX
"Oct 05, 2017",119.43,119.0,119.55,118.06,MOEX
"Oct 06, 2017",119.69,119.51,120.39,118.23,MOEX
"Oct 09, 2017",118.89,119.71,119.87,118.38,MOEX
"Oct 10, 2017",117.35,118.64,119.21,117.05,MOEX
"Oct 11, 2017",117.78,117.35,119.61,117.17,MOEX
"Oct 12, 2017",118.4,118.22,119.46,117.71,MOEX
"Oct 13, 2017",120.49,118.88,120.65,118.14,MOEX
"Oct 16, 2017",121.71,120.9,122.55,120.52,MOEX
"Oct 17, 2017",120.45,121.71,121.71,119.38,MOEX
"Oct 18, 2017",120.47,120.45,121.66,119.5,MOEX
"Oct 19, 2017",119.5,120.47,121.1,118.84,MOEX
"Oct 20, 2017",119.44,119.93,119.97,118.45,MOEX
"Oct 23, 2017",119.28,119.6,120.3,119.0,MOEX
"Oct 24, 2017",120.03,119.27,121.4,118.7,MOEX
"Oct 25, 2017",118.1,120.69,121.14,118.0,MOEX
"Oct 26, 2017",118.0,118.15,118.84,117.51,MOEX
"Oct 27, 2017",118.4,118.69,118.77,117.23,MOEX
"Oct 30, 2017",117.9,118.77,119.22,117.5,MOEX
"Oct 31, 2017",118.02,117.8,118.65,117.18,MOEX
"Nov 01, 2017",118.35,118.4,118.42,117.55,MOEX
"Nov 02, 2017",119.2,118.35,119.2,117.35,MOEX
"Nov 03, 2017",120.31,119.19,120.7,118.8,MOEX
"Nov 07, 2017",125.0,120.87,125.0,120.67,MOEX
"Nov 08, 2017",127.05,124.79,127.55,124.26,MOEX
"Nov 09, 2017",127.81,127.0,127.96,124.1,MOEX
"Nov 10, 2017",126.8,128.49,128.49,125.91,MOEX
"Nov 13, 2017",125.8,126.02,127.23,125.16,MOEX
"Nov 14, 2017",125.51,125.51,126.99,124.81,MOEX
"Nov 15, 2017",124.93,125.08,126.0,124.15,MOEX
"Nov 16, 2017",123.53,125.05,125.17,122.1,MOEX
"Nov 17, 2017",119.5,123.55,123.55,119.5,MOEX
"Nov 20, 2017",123.0,120.0,123.49,119.01,MOEX
"Nov 21, 2017",127.44,123.0,128.46,122.48,MOEX
"Nov 22, 2017",125.78,127.8,130.0,124.06,MOEX
"Nov 23, 2017",124.3,125.11,126.4,123.15,MOEX
"Nov 24, 2017",126.28,124.02,127.17,122.08,MOEX
"Nov 27, 2017",125.28,126.28,127.1,124.12,MOEX
"Nov 28, 2017",126.2,125.11,126.38,123.5,MOEX
"Nov 29, 2017",125.77,126.38,126.38,124.41,MOEX
"Nov 30, 2017",124.25,125.83,126.0,121.36,MOEX
"Dec 01, 2017",122.61,123.63,124.18,121.8,MOEX
"Dec 04, 2017",122.32,122.03,123.87,120.6,MOEX
"Dec 05, 2017",118.1,122.97,123.2,118.1,MOEX
"Dec 06, 2017",119.65,117.89,120.77,116.94,MOEX
"Dec 07, 2017",116.2,120.0,120.38,115.66,MOEX
"Dec 08, 2017",119.37,116.5,120.93,115.66,MOEX
"Dec 11, 2017",121.7,119.17,121.7,118.02,MOEX
"Dec 12, 2017",124.0,121.9,124.0,121.0,MOEX
"Dec 13, 2017",118.0,123.88,123.88,118.0,MOEX
"Dec 14, 2017",121.12,118.12,121.12,118.12,MOEX
"Dec 15, 2017",120.81,120.9,120.9,119.0,MOEX
"Dec 18, 2017",118.0,120.47,121.74,117.26,MOEX
"Dec 19, 2017",114.72,118.02,118.35,114.27,MOEX
"Dec 20, 2017",111.75,115.1,115.35,111.26,MOEX
"Dec 21, 2017",108.9,111.5,112.48,108.09,MOEX
"Dec 22, 2017",110.1,109.05,111.57,108.31,MOEX
"Dec 25, 2017",110.0,110.49,110.66,108.59,MOEX
"Dec 26, 2017",109.01,110.25,110.54,108.4,MOEX
"Dec 27, 2017",109.07,109.12,109.84,108.66,MOEX
"Dec 28, 2017",109.39,109.29,109.39,108.01,MOEX
"Dec 29, 2017",108.97,109.02,110.4,108.25,MOEX
"Jan 03, 2018",109.18,109.25,110.42,108.3,MOEX
"Jan 04, 2018",109.12,109.16,109.8,108.5,MOEX
"Jan 05, 2018",108.25,109.17,109.36,108.0,MOEX
"Jan 09, 2018",109.06,108.35,109.88,108.25,MOEX
"Jan 10, 2018",113.4,109.25,113.55,109.21,MOEX
"Jan 11, 2018",115.3,113.68,115.57,112.35,MOEX
"Jan 12, 2018",113.49,115.2,115.2,112.81,MOEX
"Jan 15, 2018",113.84,113.44,114.38,113.0,MOEX
"Jan 16, 2018",112.97,113.73,114.99,111.41,MOEX
"Jan 17, 2018",112.5,112.1,113.14,111.38,MOEX
"Jan 18, 2018",113.4,112.88,113.95,112.62,MOEX
"Jan 19, 2018",111.5,113.4,113.5,111.05,MOEX
"Jan 22, 2018",113.6,111.5,113.8,111.5,MOEX
"Jan 23, 2018",115.0,113.7,115.45,113.54,MOEX
"Jan 24, 2018",114.8,114.56,114.99,113.83,MOEX
"Jan 25, 2018",116.36,115.08,116.8,115.08,MOEX
"Jan 26, 2018",115.75,116.36,116.5,113.3,MOEX
"Jan 29, 2018",118.2,115.42,119.2,115.42,MOEX
"Jan 30, 2018",117.1,117.75,118.7,116.51,MOEX
"Jan 31, 2018",115.0,116.99,116.99,114.87,MOEX
"Feb 01, 2018",116.7,115.49,117.19,115.2,MOEX
"Feb 02, 2018",115.8,116.93,117.9,114.26,MOEX
"Feb 05, 2018",115.72,114.76,116.44,113.55,MOEX
"Feb 06, 2018",113.6,114.26,115.38,113.36,MOEX
"Feb 07, 2018",113.5,114.29,114.93,113.5,MOEX
"Feb 08, 2018",112.8,113.5,114.0,112.5,MOEX
"Feb 09, 2018",110.5,111.75,112.12,109.52,MOEX
"Feb 12, 2018",110.3,111.34,111.54,110.08,MOEX
"Feb 13, 2018",111.25,110.98,111.47,110.3,MOEX
"Feb 14, 2018",111.2,111.6,112.55,110.77,MOEX
"Feb 15, 2018",110.3,111.76,111.89,110.23,MOEX
"Feb 16, 2018",110.62,110.5,111.18,110.35,MOEX
"Feb 19, 2018",110.56,110.7,111.43,110.55,MOEX
"Feb 20, 2018",111.4,110.51,111.4,110.34,MOEX
"Feb 21, 2018",114.23,111.1,114.23,110.87,MOEX
"Feb 22, 2018",113.68,114.0,114.39,112.86,MOEX
"Feb 26, 2018",115.0,114.5,115.12,113.88,MOEX
"Feb 27, 2018",115.09,115.0,115.4,114.14,MOEX
"Feb 28, 2018",111.85,114.01,114.58,111.85,MOEX
"Mar 01, 2018",114.29,111.3,114.38,110.92,MOEX
"Mar 02, 2018",115.46,113.6,116.24,113.43,MOEX
"Mar 05, 2018",117.0,116.01,117.77,116.01,MOEX
"Mar 06, 2018",119.65,117.5,121.2,117.21,MOEX
"Mar 07, 2018",117.0,119.43,119.48,116.14,MOEX
"Mar 09, 2018",120.97,117.43,120.97,116.45,MOEX
"Mar 12, 2018",118.4,120.97,121.2,117.57,MOEX
"Mar 13, 2018",119.0,118.5,119.65,117.3,MOEX
"Mar 14, 2018",115.57,118.63,118.75,115.57,MOEX
"Mar 15, 2018",117.0,115.5,117.69,114.76,MOEX
"Mar 16, 2018",121.0,117.27,121.0,116.41,MOEX
"Mar 19, 2018",119.5,120.0,120.88,118.8,MOEX
"Mar 20, 2018",118.4,119.6,119.73,117.75,MOEX
"Mar 21, 2018",118.5,118.61,119.17,118.02,MOEX
"Mar 22, 2018",117.88,118.88,119.09,117.08,MOEX
"Mar 23, 2018",119.0,117.26,119.0,108.58,MOEX
"Mar 26, 2018",115.98,118.76,118.99,115.98,MOEX
"Mar 27, 2018",116.42,116.55,118.16,116.37,MOEX
"Mar 28, 2018",116.5,116.67,117.84,116.25,MOEX
"Mar 29, 2018",117.57,116.76,117.64,116.76,MOEX
"Mar 30, 2018",117.0,117.49,117.86,117.0,MOEX
"Apr 02, 2018",116.3,117.25,117.51,116.3,MOEX
"Apr 03, 2018",117.0,116.48,117.24,115.67,MOEX
"Apr 04, 2018",116.5,117.3,117.3,116.29,MOEX
"Apr 05, 2018",117.04,116.98,117.3,116.79,MOEX
"Apr 06, 2018",116.9,117.06,117.28,116.7,MOEX
"Apr 09, 2018",114.0,116.7,117.27,111.1,MOEX
"Apr 10, 2018",114.55,113.0,115.68,112.3,MOEX
"Apr 11, 2018",111.94,114.6,116.24,111.2,MOEX
"Apr 12, 2018",113.13,112.49,114.23,111.2,MOEX
"Apr 13, 2018",112.2,113.79,114.48,112.1,MOEX
"Apr 16, 2018",113.24,111.83,113.95,111.4,MOEX
"Apr 17, 2018",114.05,114.05,114.6,113.38,MOEX
"Apr 18, 2018",115.25,114.47,117.58,114.29,MOEX
"Apr 19, 2018",115.5,115.6,116.69,114.34,MOEX
"Apr 20, 2018",115.99,115.6,116.09,114.69,MOEX
"Apr 23, 2018",113.65,116.3,116.68,113.65,MOEX
"Apr 24, 2018",114.21,114.79,115.18,114.21,MOEX
"Apr 25, 2018",114.45,114.2,115.25,113.66,MOEX
"Apr 26, 2018",116.08,114.72,116.29,114.53,MOEX
"Apr 27, 2018",120.05,116.2,120.9,116.12,MOEX
"Apr 28, 2018",119.67,120.45,120.45,119.08,MOEX
"Apr 30, 2018",120.75,119.69,121.9,113.5,MOEX
"May 02, 2018",119.69,120.27,121.48,118.7,MOEX
"May 03, 2018",120.98,119.95,121.15,118.88,MOEX
"May 04, 2018",120.53,120.94,121.77,120.07,MOEX
"May 07, 2018",119.99,121.2,121.39,119.64,MOEX
"May 08, 2018",118.52,119.62,119.97,118.36,MOEX
"May 10, 2018",120.0,119.37,120.36,118.25,MOEX
"May 11, 2018",123.06,120.01,123.06,120.01,MOEX
"May 14, 2018",119.15,118.02,119.31,117.81,MOEX
"May 15, 2018",115.4,119.15,119.15,114.35,MOEX
"May 16, 2018",117.73,115.17,119.19,114.52,MOEX
"May 17, 2018",116.0,118.27,118.28,116.0,MOEX
"May 18, 2018",117.16,116.21,117.8,114.84,MOEX
"May 21, 2018",115.95,117.0,117.79,115.9,MOEX
"May 22, 2018",115.05,116.02,116.7,114.96,MOEX
"May 23, 2018",113.59,114.84,116.94,113.59,MOEX
"May 24, 2018",113.65,114.01,114.96,113.15,MOEX
"May 25, 2018",114.8,113.7,115.4,113.7,MOEX
"May 28, 2018",113.88,114.6,115.76,113.12,MOEX
"May 29, 2018",112.4,114.27,114.78,111.47,MOEX
"May 30, 2018",111.82,112.4,113.68,111.71,MOEX
"May 31, 2018",112.59,112.49,112.8,111.6,MOEX
"Jun 01, 2018",114.3,112.4,114.55,112.4,MOEX
"Jun 04, 2018",115.45,114.95,115.6,114.13,MOEX
"Jun 05, 2018",114.29,115.6,115.88,113.32,MOEX
"Jun 06, 2018",112.7,114.31,114.5,112.31,MOEX
"Jun 07, 2018",110.6,113.1,113.63,110.6,MOEX
"Jun 08, 2018",107.7,111.0,111.0,107.58,MOEX
"Jun 09, 2018",108.67,108.25,108.99,108.01,MOEX
"Jun 11, 2018",107.68,108.86,109.16,105.84,MOEX
"Jun 13, 2018",109.2,107.9,109.54,107.69,MOEX
"Jun 14, 2018",111.43,109.19,111.45,108.78,MOEX
"Jun 15, 2018",111.18,111.69,111.85,110.05,MOEX
"Jun 18, 2018",110.5,110.51,111.38,109.92,MOEX
"Jun 19, 2018",108.15,109.98,110.1,106.2,MOEX
"Jun 20, 2018",110.35,108.4,110.95,108.03,MOEX
"Jun 21, 2018",109.87,110.5,111.0,108.69,MOEX
"Jun 22, 2018",111.6,110.49,112.26,109.02,MOEX
"Jun 25, 2018",111.64,112.3,113.3,111.29,MOEX
"Jun 26, 2018",110.55,111.88,112.49,110.21,MOEX
"Jun 27, 2018",110.38,111.0,111.91,109.52,MOEX
"Jun 28, 2018",109.62,110.5,111.74,109.17,MOEX
"Jun 29, 2018",108.58,110.1,110.76,108.58,MOEX
"Jul 02, 2018",107.86,109.0,110.06,107.33,MOEX
"Jul 03, 2018",107.9,108.43,109.08,107.76,MOEX
"Jul 04, 2018",106.11,108.28,108.28,106.0,MOEX
"Jul 05, 2018",106.4,106.15,107.0,105.65,MOEX
"Jul 06, 2018",108.0,106.36,108.5,105.8,MOEX
"Jul 09, 2018",109.9,108.11,110.5,108.11,MOEX
"Jul 10, 2018",109.5,109.9,110.2,109.1,MOEX
"Jul 11, 2018",109.0,109.2,109.7,107.55,MOEX
"Jul 12, 2018",106.5,108.81,109.03,106.2,MOEX
"Jul 13, 2018",106.41,107.0,107.5,106.35,MOEX
"Jul 16, 2018",106.2,106.7,107.4,105.12,MOEX
"Jul 17, 2018",105.7,106.15,106.15,104.82,MOEX
"Jul 18, 2018",105.37,106.0,106.21,104.88,MOEX
"Jul 19, 2018",104.82,105.49,106.0,104.82,MOEX
"Jul 20, 2018",103.75,105.24,105.28,102.51,MOEX
"Jul 23, 2018",104.01,104.01,105.41,103.67,MOEX
"Jul 24, 2018",103.1,104.5,104.71,103.1,MOEX
"Jul 25, 2018",101.3,102.69,103.16,100.96,MOEX
"Jul 26, 2018",100.9,101.7,101.89,100.63,MOEX
"Jul 27, 2018",101.8,101.13,102.33,100.65,MOEX
"Jul 30, 2018",103.72,101.81,103.75,101.11,MOEX
"Jul 31, 2018",103.0,103.58,103.58,102.1,MOEX
"Aug 01, 2018",102.5,102.99,103.38,102.22,MOEX
"Aug 02, 2018",100.42,102.12,102.48,99.94,MOEX
"Aug 03, 2018",102.06,100.55,102.6,99.8,MOEX
"Aug 06, 2018",101.5,101.8,102.09,100.71,MOEX
"Aug 07, 2018",100.92,101.8,102.01,100.58,MOEX
"Aug 08, 2018",100.5,100.65,101.45,99.88,MOEX
"Aug 09, 2018",102.0,100.0,102.19,97.8,MOEX
"Aug 10, 2018",101.24,102.0,103.0,100.8,MOEX
"Aug 13, 2018",100.09,100.57,100.99,99.72,MOEX
"Aug 14, 2018",102.37,100.5,102.37,100.3,MOEX
"Aug 15, 2018",100.36,102.36,102.74,100.14,MOEX
"Aug 16, 2018",100.07,100.74,100.78,100.05,MOEX
"Aug 17, 2018",100.03,100.2,100.9,99.51,MOEX
"Aug 20, 2018",100.92,100.49,101.25,100.29,MOEX
"Aug 21, 2018",100.0,100.96,101.1,99.9,MOEX
"Aug 22, 2018",100.15,100.25,100.72,99.71,MOEX
"Aug 23, 2018",99.72,100.3,100.64,99.72,MOEX
"Aug 24, 2018",98.63,99.72,100.36,97.72,MOEX
"Aug 27, 2018",98.3,98.98,99.28,97.41,MOEX
"Aug 28, 2018",97.33,98.5,98.89,97.21,MOEX
"Aug 29, 2018",95.65,97.5,97.67,95.07,MOEX
"Aug 30, 2018",95.8,96.28,97.37,95.7,MOEX
"Aug 31, 2018",98.04,95.89,98.04,95.25,MOEX
"Sep 03, 2018",98.45,97.9,98.76,97.35,MOEX
"Sep 04, 2018",97.81,98.45,98.88,97.41,MOEX
"Sep 05, 2018",96.0,97.5,97.98,96.0,MOEX
"Sep 06, 2018",95.61,96.5,96.76,95.5,MOEX
"Sep 07, 2018",95.0,95.6,96.41,94.13,MOEX
"Sep 10, 2018",95.2,95.03,95.47,94.51,MOEX
"Sep 11, 2018",95.23,95.25,95.77,94.73,MOEX
"Sep 12, 2018",96.95,95.28,96.95,94.51,MOEX
"Sep 13, 2018",97.77,96.82,98.51,96.11,MOEX
"Sep 14, 2018",97.0,98.0,98.05,96.64,MOEX
"Sep 17, 2018",98.32,97.33,98.96,97.0,MOEX
"Sep 18, 2018",99.5,98.45,99.87,98.3,MOEX
"Sep 19, 2018",99.5,99.7,99.85,99.15,MOEX
"Sep 20, 2018",100.78,99.51,100.79,99.3,MOEX
"Sep 21, 2018",100.95,100.79,101.2,99.21,MOEX
"Sep 24, 2018",101.0,100.79,101.38,100.15,MOEX
"Sep 25, 2018",100.39,101.19,101.4,99.84,MOEX
"Sep 26, 2018",100.87,100.25,101.38,99.41,MOEX
"Sep 27, 2018",102.99,101.39,103.0,100.76,MOEX
"Sep 28, 2018",97.2,100.1,101.0,96.25,MOEX
"Oct 01, 2018",97.07,97.77,98.1,96.29,MOEX
"Oct 02, 2018",96.45,97.13,97.6,96.37,MOEX
"Oct 03, 2018",97.22,96.5,97.52,96.23,MOEX
"Oct 04, 2018",96.63,97.55,97.72,96.6,MOEX
"Oct 05, 2018",96.02,96.7,96.95,95.35,MOEX
"Oct 08, 2018",95.32,96.48,96.71,94.84,MOEX
"Oct 09, 2018",93.56,95.7,96.11,93.55,MOEX
"Oct 10, 2018",93.02,93.56,93.8,92.15,MOEX
"Oct 11, 2018",92.42,91.75,92.9,91.71,MOEX
"Oct 12, 2018",93.45,92.77,93.51,92.4,MOEX
"Oct 15, 2018",92.73,93.39,93.75,92.66,MOEX
"Oct 16, 2018",91.5,93.0,93.05,91.34,MOEX
"Oct 17, 2018",91.5,91.8,92.19,91.45,MOEX
"Oct 18, 2018",92.53,91.47,92.53,90.05,MOEX
"Oct 19, 2018",90.58,92.4,92.47,90.5,MOEX
"Oct 22, 2018",88.8,90.6,90.89,88.19,MOEX
"Oct 23, 2018",88.46,88.78,89.7,87.96,MOEX
"Oct 24, 2018",87.75,88.98,89.3,87.06,MOEX
"Oct 25, 2018",87.27,87.01,87.9,86.5,MOEX
"Oct 26, 2018",83.5,87.07,87.19,83.13,MOEX
"Oct 29, 2018",83.2,83.5,84.8,82.82,MOEX
"Oct 30, 2018",86.73,82.05,86.73,82.05,MOEX
"Oct 31, 2018",87.9,86.8,88.0,86.34,MOEX
"Nov 01, 2018",88.6,87.7,88.68,86.9,MOEX
"Nov 02, 2018",88.46,88.85,89.74,88.46,MOEX
"Nov 06, 2018",91.14,89.0,91.81,88.55,MOEX
"Nov 07, 2018",92.44,90.68,92.95,89.3,MOEX
"Nov 08, 2018",91.8,92.82,93.24,91.31,MOEX
"Nov 09, 2018",88.85,91.2,91.66,88.52,MOEX
"Nov 12, 2018",88.57,89.45,89.98,88.27,MOEX
"Nov 13, 2018",89.55,88.34,90.0,88.05,MOEX
"Nov 14, 2018",94.01,89.55,94.49,89.55,MOEX
"Nov 15, 2018",93.96,94.0,94.92,92.9,MOEX
"Nov 16, 2018",93.45,94.14,94.34,92.7,MOEX
"Nov 19, 2018",91.49,93.45,94.0,90.95,MOEX
"Nov 20, 2018",90.1,91.2,91.61,89.08,MOEX
"Nov 21, 2018",89.57,89.8,90.27,88.8,MOEX
"Nov 22, 2018",91.6,89.86,91.96,89.45,MOEX
"Nov 23, 2018",90.82,91.65,91.71,90.18,MOEX
"Nov 26, 2018",89.65,91.21,91.21,89.14,MOEX
"Nov 27, 2018",89.45,89.7,90.95,89.33,MOEX
"Nov 28, 2018",90.1,89.59,90.37,89.34,MOEX
"Nov 29, 2018",90.17,90.31,91.94,90.02,MOEX
"Nov 30, 2018",89.52,90.06,90.6,89.51,MOEX
"Dec 03, 2018",90.03,90.09,91.43,89.72,MOEX
"Dec 04, 2018",90.25,90.19,91.21,90.0,MOEX
"Dec 05, 2018",89.75,89.95,90.0,88.9,MOEX
"Dec 06, 2018",89.0,89.48,89.98,89.0,MOEX
"Dec 07, 2018",88.42,89.2,89.43,88.25,MOEX
"Dec 10, 2018",86.93,88.4,88.83,86.93,MOEX
"Dec 11, 2018",86.42,86.91,87.92,86.42,MOEX
"Dec 12, 2018",85.9,87.08,87.23,85.28,MOEX
"Dec 13, 2018",85.5,86.0,86.24,85.14,MOEX
"Dec 14, 2018",84.0,85.56,85.67,84.0,MOEX
"Dec 17, 2018",84.17,84.0,85.29,83.88,MOEX
"Dec 18, 2018",84.0,83.89,84.19,83.15,MOEX
"Dec 19, 2018",84.5,84.0,84.9,83.36,MOEX
"Dec 20, 2018",83.48,83.93,84.5,83.35,MOEX
"Dec 21, 2018",83.3,83.5,83.69,83.0,MOEX
"Dec 24, 2018",82.95,83.29,83.39,82.35,MOEX
"Dec 25, 2018",81.68,82.55,82.55,79.66,MOEX
"Dec 26, 2018",81.3,81.36,82.4,81.0,MOEX
"Dec 27, 2018",81.04,82.3,82.5,81.04,MOEX
"Dec 28, 2018",80.3,81.5,81.68,80.3,MOEX
"Dec 29, 2018",81.0,80.99,81.32,80.4,MOEX
"Jan 03, 2019",84.49,80.95,84.49,80.77,MOEX
"Jan 04, 2019",84.0,84.5,84.8,83.58,MOEX
"Jan 08, 2019",83.7,84.46,84.85,83.33,MOEX
"Jan 09, 2019",83.93,84.21,84.27,83.41,MOEX
"Jan 10, 2019",84.7,84.06,84.89,83.7,MOEX
"Jan 11, 2019",88.0,84.77,88.19,84.7,MOEX
"Jan 14, 2019",88.3,87.56,88.75,86.44,MOEX
"Jan 15, 2019",88.86,88.67,91.1,88.37,MOEX
"Jan 16, 2019",90.1,88.75,90.95,88.53,MOEX
"Jan 17, 2019",90.05,90.25,90.96,89.84,MOEX
"Jan 18, 2019",93.33,90.61,93.69,90.51,MOEX
"Jan 21, 2019",94.7,93.39,94.83,92.85,MOEX
"Jan 22, 2019",94.4,94.1,94.55,93.57,MOEX
"Jan 23, 2019",94.4,94.39,95.39,93.8,MOEX
"Jan 24, 2019",91.8,94.1,94.35,91.25,MOEX
"Jan 25, 2019",91.49,91.96,93.2,90.36,MOEX
